datetime,text
2020-10-05 08:45:02,Branche unter Druck - Die große Streichliste der deutschen Autobauer: Wo Beschäftigte jetzt zittern müssen
2020-10-05 01:05:02,Financial Times: Keine Durchimpfung in Großbritannien
2020-10-05 15:40:01,Eduard Löwen kehrt von Augsburg zu Hertha BSC zurück
2020-10-05 21:00:02,Daum-Serie Teil II - „Ein Zeuge wollte 2 Mio. Mark von mir erpressen“
2020-10-05 09:30:03,Verstärkte Kontrollen - Kiez-Wirt verzweifelt bei Corona-Regeln an Gästen: &#034;Man fühlt sich wie ein Kindergärtner&#034;
2020-10-05 14:15:03,Propellerflugzeug Velis Electro
2020-10-05 16:40:03,Für die Genossen nahm Grünen-Stadtrat Schmidt ein Millionenrisiko in Kauf
2020-10-05 13:40:02,"„Haben nicht vor jeder WG jemanden stehen, der schaut, ob da Veranstaltungen stattfinden"""
2020-10-05 04:00:03,„Ich betrüge meinen Ehemann – schon seit einem Jahr“
2020-10-05 11:25:02,66 weitere Corona-Infektionen in Rheinland-Pfalz gemeldet
2020-10-05 07:50:01,Kleinkind fällt aus Fenster in erstem Stock: Leicht verletzt
2020-10-05 15:05:01,Rassistische Chats bei Polizei: Keine Täter-Anhaltspunkte
2020-10-05 07:55:01,Hofmann will sich auf den KSC konzentrieren
2020-10-05 15:35:01,Wechsel perfekt: Davy Klaassen von Werder zu Ajax Amsterdam
2020-10-05 07:00:02,AKK will schnelle Klärung der Unions-Kanzlerkandidatur
2020-10-05 07:10:01,Kabelbrand im Bereich Ostkreuz: Bahnverkehr unterbrochen
2020-10-05 16:00:02,Gespräch mit Merkel: Opposition in Belarus setzt auf deutsche Unterstützung
2020-10-05 09:20:02,Weniger Kilometer wegen Corona: Kfz-Versicherung zurück bei Homeoffice
2020-10-05 12:05:03,Bundesregierung informiert über Corona-Maßnahmen
2020-10-05 07:40:02,Orthopädie betroffen - Mehr Ärztepfusch- Gutachten in Hessen
2020-10-05 21:10:01,Aus bei den French Open - Altmaiers Tennis- Märchen ist zu Ende
2020-10-05 04:50:03,Missbrauch: Richterbund will mehr Prävention und Vernetzung
2020-10-05 09:45:02,Medizin-Nobelpreis für die Entdecker des Hepatitis-C-Virus
2020-10-05 16:25:02,Besuch bei armenischen Flüchtlingen - BILD-Reporter im Bombenhagel von Berg-Karabach
2020-10-05 12:45:07,„Als reich“ empfindet sich Olaf Scholz nicht
2020-10-05 10:05:01,Rechtsverteidiger im Anflug - Schalke will Juwel Ludewig
2020-10-05 13:40:01,Hessen steuert bei Corona-Infektionen auf 20 000er-Marke zu
2020-10-05 19:15:02,Nur 3 Spiele beim Ex-Klub - Darum kommt Eisele nach Jena
2020-10-05 07:05:02,26-Jähriger schwer am Kopf verletzt: Angriff vor Hamburger Synagoge
2020-10-05 10:50:06,Jens Spahn: Gesundheitsminister kritisiert Berlins Corona-Management
2020-10-05 14:40:04,Die Grünen lassen sich von der Aktivistenszene treiben
2020-10-05 16:25:01,Transfermarkt - Baum-Bekannter aus U20: Schalke leiht Ludewig aus
2020-10-05 09:15:01,Zentralrat: Hass auf Juden darf niemanden kalt lassen
2020-10-05 10:45:02,Europäische Länder verschärfen Maßnahmen
2020-10-05 17:50:02,"Entwicklung ""sehr ernst"": Schäuble erlässt Maskenpflicht im Bundestag"
2020-10-05 10:50:01,München/Ingolstadt: Mann mietet Luxusautos und gibt sie nicht zurück
2020-10-05 13:50:01,"Deutsche Bahn: ""Wir rollen nicht stoisch weiter"""
2020-10-05 07:55:03,"FOCUS Online Live-Talk - Reicht meine Versicherung aus, wenn ich ernsthaft krank bin?"
2020-10-05 08:40:01,Risikogebiete: SPD-Gesundheitsexperte gegen innerdeutsche Reisebeschränkungen
2020-10-05 13:30:04,Markus Lanz gesteht schwerste Niederlage: &quot;Ich wurde niedergeschrieben und niedergebrüllt&quot;
2020-10-05 04:50:01,Viele Wolken und Regen zum Wochenbeginn erwartet
2020-10-05 21:15:02,Valentin Groebners Essaysammlung „Ferienmüde“
2020-10-05 11:40:07,Stichelei gegen türkische Konkurrenz - Ärger mit Erdogan: Dubai-Airline lässt trotz Problemen wichtige Route brach liegen
2020-10-05 11:20:02,Italien-Irrsinn! - Neapel nicht zu Topspiel erschienen
2020-10-05 10:05:04,Überdispersion ist Schwachstelle des Virus - Superspreader sind Corona-Hauptgefahr - jetzt fordert Drosten Cluster-Doppelschlag
2020-10-05 11:00:02,Drohung gegen Uni Passau - Polizei schnappt zwei Verdächtige
2020-10-05 03:35:01,Nobelpreise: Der Prunk macht Pause
2020-10-05 07:50:03,Diese Fehler müssen Eltern beim Praktikum ihres Kindes vermeiden
2020-10-05 05:35:01,Dortmund: BVB siegt 4:0 über Freiburg
2020-10-05 17:30:02,Vier neue Spieler machen Bayerns Trainer Flick „super happy“
2020-10-05 06:20:01,Entführung auf Usedom: Rechtsmittel gegen Urteil eingelegt
2020-10-05 10:40:01,Amtsgericht verhandelt gegen Windkraft-Unternehmer
2020-10-05 10:40:02,DFB informiert über Fankonzept für anstehende Länderspiele
2020-10-05 07:20:02,Flick spricht über Costa und Martinez
2020-10-05 07:15:02,"Richard Grenell über Trump - „Der US-Präsident ist heiß darauf, wieder zu arbeiten“"
2020-10-05 21:15:01,Lauterbach wird erneut Opa - Mein kleines Glück in der Corona-Krise
2020-10-05 13:20:01,Über das Wochenende 72 neue Corona-Infektionen gemeldet
2020-10-05 06:50:01,Verschwörungstheorien: Vom Loser zum Messias
2020-10-05 07:25:02,Schweinebauern: Deutsche Landwirte suchen nach Schlachthöfen für ihre Tiere
2020-10-05 00:15:01,Minister informieren Landtagsausschuss: Werftenhilfe
2020-10-05 09:50:02,3 Forscher geehrt - Medizin-Nobelpreis geht an Hepatitis-C-Entdecker
2020-10-05 17:00:02,Kein Last-Minute-Deal mehr - Mainz-Pleiten bei Transfers und Szalai!
2020-10-05 10:10:02,Forscher werden für Entdeckung des Hepatitis-C-Virus ausgezeichnet
2020-10-05 05:25:02,Steigende Infektionszahlen: Höchste Corona-Warnstufe in Paris
2020-10-05 00:15:01,"""Anne Will"": Der Trump-Unterstützer - das seltsame, exotische Tierchen"
2020-10-05 09:45:02,Spiel kommt am 9. Oktober - Warum „FIFA 21“ ein Problem mit der PS5 hat
2020-10-05 17:25:03,Maskenpflicht im Bundestag auf Anordnung Schäubles
2020-10-05 16:00:04,Klopps Kaninchen: Wie es zur 2:7-Blamage gegen Aston kommen konnte
2020-10-05 17:05:02,Menschenaffe Udo: Ein neuer Forscherstreit über den aufrechten Gang: Auch das noch!
2020-10-05 19:50:03,So kommt der Lockdown durch die Hintertür
2020-10-05 14:30:01,Nobelpreis für Medizin: Drei Entdecker des Hepatitis-C-Virus ausgezeichnet
2020-10-05 12:45:02,NOBELPREIS FÜR HEPATITIS-C-FORSCHER - Diese Entdeckung rettete Millionen das Leben
2020-10-05 14:35:02,KI-Einsatz in Deutschland: Firmen kaum künstlich intelligent
2020-10-05 15:40:03,"„Nicht als Tat eines Einzelnen abtun, der geistig verwirrt ist“"
2020-10-05 01:40:02,Feierlichkeiten zum 30. Jahrestag der Deutschen Einheit beginnen in Potsdam
2020-10-05 17:10:01,Hohe Einbußen: Kinobetreiber schlagen Alarm
2020-10-05 11:50:01,Tennisspieler Daniel Altmaier: Wie ein Manager aus dem Silicon Valley
2020-10-05 10:10:01,Freiburger Uniklinik leitet Netzwerk zur Corona-Forschung
2020-10-05 11:55:02,Reform des Dax: Mehr Qualität wagen
2020-10-05 05:25:03,Corona-Kundgebungen in Konstanz laufen schleppend an
2020-10-05 16:25:01,Kein Transfer-Coup in Liga 2: Leihgeschäfte und Rückkehrer beliebt
2020-10-05 16:35:01,Inzwischen 50 Corona-Infizierte im Kreis Dithmarschen
2020-10-05 05:40:02,RKI meldet 1382 Neuinfektionen in Deutschland
2020-10-05 09:50:01,Auszeichnung: Medizin-Nobelpreis für Entdeckung des Hepatitis-C-Virus
2020-10-05 09:40:02,Livestream: Medizin-Nobelpreis wird verkündet
2020-10-05 09:10:02,"""Spitting Image"" feiert Comeback: Satire für starke Mägen"
2020-10-05 11:10:02,"TV-Duelle, Wahlen & Co. - US-Wahl 2020 Termine"
2020-10-05 10:05:02,Klima statt Wirtschaft: Die Menschen wollen Klimaschutz
2020-10-05 17:10:01,Transfermarkt: FC Bayern holt auch noch Sarr aus Marseille
2020-10-05 03:55:01,Dirk Zöllner: Lebe mit fast 60 noch wie ein Student
2020-10-05 08:00:03,Kritik an Heil-Vorstoß: Koalition streitet über Recht auf Homeoffice
2020-10-05 19:30:02,"Influencer-Projekt ""Youtopia"": So stellt sich Ulf Poschardt die Hölle vor"
2020-10-05 16:20:02,NÄCHSTE ABSAGE - Keine Karnevalseröffnung im Kölner Tanzbrunnen
2020-10-05 08:55:03,"Shopping-Deal mit FOCUS Online - Hochwertige, handgefertigte Arbeitstasche aus echtem Rindsleder für nur 199 statt 269 Euro"
2020-10-05 12:20:02,Große Brüste Und starre Gesichter - Diese Stars bereuen ihre Beauty-Eingriffe
2020-10-05 11:30:03,"Was bringt die Brille für mehr Leistung, was die Anti-Erkältungsdusche?"
2020-10-05 08:10:01,US-Präsident: Ärzte kritisieren Donald Trumps Autofahrt vor Krankenhaus
2020-10-05 13:30:03,Nations League - Corona-Schock bei der Ukraine: Zwei Spieler bei DFB-Gegner positiv getestet
2020-10-05 12:00:02,Wunsch-Stürmer für Kunert - Carl Zeiss Jena holt Torjäger Eisele
2020-10-05 19:40:02,Kandidat für den CDU-Vorsitz - Aus diesem Fehler zog Röttgen seine Lehre
2020-10-05 01:20:03,Ein rachsüchtiger Rentner in Istanbul: Diese türkische Serie wird international gefeiert
2020-10-05 10:25:02,Polizei stoppt ruMÄNEN (27) - Hundewelpen ohne Wasser in Käfig transportiert
2020-10-05 06:25:03,Deutschland: Mehr als 300.000 Corona-Fälle seit dem Frühjahr
2020-10-05 18:55:02,Trump kehrt noch heute ins Weiße Haus zurück
2020-10-05 03:15:01,Reizwort und Kopfstand?: Wie Sie im Homeoffice die Kreativität ankurbeln
2020-10-05 15:20:01,Nach Schießerei vor Shisha-Bar: Polizei sucht weiter Täter
2020-10-05 09:50:01,Nobelpreis für Medizin: Live: Die Bekanntgabe des Medizinnobelpreises
2020-10-05 03:15:03,Haseloff bezeichnet Anschlag von Halle zu Jahrestag als &quot;Zäsur&quot;
2020-10-05 07:35:01,"OB-Kandidat von ""Die Rechte"" muss Waffenschein abgeben"
2020-10-05 15:25:02,"Angriff vor Synagoge in Hamburg: ""Widerliche Attacke"""
2020-10-05 19:15:02,Ärzte des US-Präsidenten äußern sich zum Gesundheitszustand von Donald Trump
2020-10-05 13:50:01,Dachstuhl in Flammen: Tatverdächtiges Paar gefasst
2020-10-05 06:40:02,Harry und Meghan feiern nicht mit der Queen Weihnachten: &quot;Noch nicht bereit&quot; für eine Rückkehr
2020-10-05 13:55:02,„Die Höhle der Löwen“ - Investoren-Battle um Shampoo-Gründerin
2020-10-05 05:00:01,16-Jähriger nach Unfall im Vogtlandkreis schwer verletzt
2020-10-05 06:35:02,Proteste in Israel: Schuld ist Netanjahu
2020-10-05 07:35:02,Kart-WM - Lebensgefährlicher Ausraster eines Piloten
2020-10-05 13:10:04,Coronavirus-Newsblog für Bayern: Kinobetreiber befürchten beispielloses Kinosterben
2020-10-05 03:00:02,Arbeitsrecht - Krank im Urlaub: Werden die Tage gutgeschrieben?
2020-10-05 12:20:02,Polizei stoppte den Drängler - BMW-Raser donnert mit Tempo 160 durch Baustelle
2020-10-05 10:40:01,Heiko Maas: Bundesaußenminister hält No-Deal-Brexit für unverantwortlich
2020-10-05 14:25:02,"Delphine Boël: Die Prinzessin allein gegen ""drei Monster"""
2020-10-05 07:50:03,"Hertha schlägt bei Arsenal zu, Götze-Einigung in Sicht"
2020-10-05 05:45:01,Vom RTL-„Supertalent“ in die Pleite - Feuerschluckerin völlig abgebrannt!
2020-10-05 22:55:02,Selbstverbrennung der russischen Journalistin: Wer war Irina Slawina?
2020-10-05 21:15:02,Trump kehrt noch am Montag ins Weiße Haus zurück
2020-10-05 17:10:01,Kurzkritik: Abwehrstellung
2020-10-05 13:25:03,Hier redet die Hamburgerin Lucy Cat - Deutschlands größter Porno-Star: Plötzlich sprachen Kunden mit ihr über ganz neue Sorgen
2020-10-05 11:55:01,NRW: 14-jähriger Rechtsextremist soll zum Mord aufgerufen haben
2020-10-05 09:05:02,Jetzt kehrt die Angst der Armenier in der Türkei zurück
2020-10-05 09:25:03,EU-Kommissionspräsidentin von der Leyen in Corona-Quarantäne
2020-10-05 06:30:02,"Pandemie: Gerhard Polt kritisiert Begriff ""systemrelevant"""
2020-10-05 12:45:07,Zverev nach Missachtung von Corona-Regeln am Pranger
2020-10-05 06:50:02,Corona-Kabinett will über Einreisebestimmungen entscheiden
2020-10-05 09:50:01,Mann muss nach Internet-Hetze gegen Lübcke Geldstrafe zahlen
2020-10-05 08:15:01,Hamburg - Jungfernstieg-Umbau startet
2020-10-05 17:10:01,Kering will Teile seiner Puma-Aktien verkaufen
2020-10-05 01:50:03,Modeschöpfer Kenzo mit 81 Jahren in Frankreich gestorben
2020-10-05 21:30:03,Hoffnung für Schausteller: Generalprobe für den Weihnachtsmarkt
2020-10-05 17:10:01,Oberkotzau: Sprengstoffpaket entdeckt
2020-10-05 10:25:02,Coronavirus in Deutschland: Spahn fordert von Berlin und Bremen Umsetzung von Corona-Regeln
2020-10-05 04:45:02,F.A.Z.-Newsletter: Was wir niemandem wünschen
2020-10-05 12:55:01,Bochum verpflichtet serbischen U21-Nationalspieler
2020-10-05 04:05:01,Keine Mäuse mehr: Filialen von Großbäckerei wieder auf
2020-10-05 08:45:02,Magische Weihnachten mit Oscar-Gewinner: Erster Trailer zum Netflix-Film &quot;Jingle Jangle Journey&quot;
2020-10-05 16:00:02,1. FC Saarbrücken leiht Nürnberger Schleimer aus
2020-10-05 06:20:01,"Transfermarkt - ""Bild"": Hertha vor Leihe von Matteo Guendouzi von Arsenal"
2020-10-05 08:10:02,Corona-News im Live-Ticker - Von der Leyen in Corona-Quarantäne
2020-10-05 21:15:01,Angriff vor Synagoge in Hamburg - So lief die Spaten-Attacke auf den Studenten ab
2020-10-05 11:30:02,Putins Rohre: Reportage zu Nord Stream 2
2020-10-05 05:50:02,Jobcenter knallhart - Hartz-IV-Mütter sollen künftig Vollzeit arbeiten
2020-10-05 14:30:02,Trump oder Risikofreude?: Ölpreise steigen stark an
2020-10-05 09:15:01,Blitzeranlage an Autobahn in Brand gesetzt
2020-10-05 08:05:02,Andreas Scheuer und die Pkw-Maut: Das war Absicht
2020-10-05 05:50:02,Corona in den USA: K wie kaputt
2020-10-05 09:55:03,+++ French Open live +++ - Toller Schmetterball am Netz! Siegemund holt Re-Break gegen Badosa Gibert
2020-10-05 16:00:03,Entwicklungsländer in der Coronakrise : Weltbank dringt auf Schuldenerlass
2020-10-05 13:05:01,Fraktionen entsetzt über vermutlich antisemitischen Angriff
2020-10-05 15:05:01,Mehr Geld für Digitalisierung an Berliner Hochschulen
2020-10-05 17:30:02,Maas nach Libyen-Gipfel: Ein weiterer Kilometer im Marathonlauf
2020-10-05 02:05:03,So entkommen Rentner ihrer teuren Krankenversicherung
2020-10-05 12:10:02,Nationalelf trifft sich in Köln - Bierhoff reagiert auf Matthäus-Kritik
2020-10-05 13:35:01,Seibert: Angriff auf jüdischen Studenten ist eine Schande
2020-10-05 10:00:01,Verdi ruft erneut zu Warnstreik im NRW-Nahverkehr auf
2020-10-05 10:00:02,Datenschutz-Grundverordnung bereitet Firmen Probleme
2020-10-05 06:55:02,So klimaschädlich sind transparente Gebäude
2020-10-05 17:10:01,Literatur: Hinter den Bildern
2020-10-05 06:50:01,Corona hat auf Luftfahrt-Zulieferbranche durchgeschlagen
2020-10-05 00:55:01,Kart-WM in Lonato - Lebensgefährlicher Ausraster eines Rennfahrer
2020-10-05 16:00:02,"Symposium der TU Dresden untersucht das Phänomen ""Cringe"""
2020-10-05 13:20:01,Transfermarkt: Hoffenheim leiht Rudy erneut von Schalke 04 aus
2020-10-05 15:35:02,Tod einer russischen Journalistin: Trauer um Irina Slawina
2020-10-05 11:55:01,Ganztägiger Warnstreik bei Sparkassen in Brandenburg
2020-10-05 12:05:02,Fleischindustrie: Erneut 81 Corona-Fälle in Tönnies-Schlachthof
2020-10-05 13:05:01,Duisburg: Ehefrau erwürgt und Leiche vergraben: Urteil gefallen
2020-10-05 20:10:02,Kolesnyk als SPD-Generalsekretär in Brandenburg nominiert
2020-10-05 21:05:02,Darmstadt siegt in letzter Minute - Für Anfang RAPPelt's ganz am Ende!
2020-10-05 16:40:02,Motorradfahrer stirbt bei Zusammenprall mit Schulbus
2020-10-05 03:55:01,Doppelt so viele Photovoltaik-Anlagen auf Dachflächen
2020-10-05 10:20:01,Extinction Rebellion: Klimaaktivisten protestieren vor Bundesministerien
2020-10-05 10:00:01,43-Jährige Autofahrerin bei Unfall schwer verletzt
2020-10-05 14:50:03,Erneute Proteste gegen Israels Regierungschef Netanjahu
2020-10-05 20:10:03,EU-Kommission rechnet mit der Türkei ab
2020-10-05 05:35:01,Sternenhimmel Oktober: Mars regiert die Stunde
2020-10-05 10:00:01,Mehr Menschen lassen sich zum Lokführer ausbilden
2020-10-05 20:45:03,Trumps Leibarzt lässt eine entscheidende Frage offen
2020-10-05 11:40:01,MBC-Basketballer: Einmonatsvertrag für Radosavljevic
2020-10-05 14:10:02,Mann soll Brand in Keller eines Wohnblocks gelegt haben
2020-10-05 09:30:03,+++ French Open live +++ - Trotz Rückenschmerzen! Siegemund holt sich ersten Breakball gegen Badosa Gibert
2020-10-05 13:45:02,"Merkel, Wirecard, Trump: Erleben Sie die ""Nacht der Autoren"" im Livestream"
2020-10-05 15:25:01,Museum Weißenfels sucht alten Weihnachtsschmuck und Fotos
2020-10-05 18:00:02,Wood sitzt HSV-Vertrag aus - Magath holt Mega-Flop Ewerton
2020-10-05 21:25:01,xxx - Pan Tau will bei uns zaubern
2020-10-05 10:20:01,Staatsanwaltschaft stellt Ermittlungen gegen Prepper ein
2020-10-05 02:35:02,35 Millionen Euro Bußgeld für H&M - eine Warnung an alle Unternehmen
2020-10-05 10:45:02,Jerewan und Baku werfen einander Angriffe auf Zivilisten vor
2020-10-05 22:15:01,"TV-Tipp - München Mord: Auf der Straße,  nachts,  allein"
2020-10-05 10:30:01,Nationalmannschaft: Löw startet mit DFB-Team in gefühlte Turnierwoche
2020-10-05 15:30:01,Drohnen gefährlich nahe an Ramstein Air Base
2020-10-05 06:50:02,Aserbaidschan: Armenische Kräfte weiten Kampfzone aus
2020-10-05 08:15:01,Auto fahren ist nicht billig - Zwölf Spartipps für Fahranfänger
2020-10-05 14:30:01,Ausbau der B5 an der Westküste beginnt
2020-10-05 06:00:01,Verdi-Chef warnt vor Streiks in Niedersachsen
2020-10-05 11:35:01,660 Gefährder im Blick: Bilanz der Anti-Terror-Einheit
2020-10-05 11:10:01,Ex-AfD-Pressesprecher: Gauland wusste seit Monaten von Lüths menschenverachtenden Aussagen
2020-10-05 16:35:02,Rassistische Chats bei Berliner Polizei : „Rote Linie überschritten“
2020-10-05 13:35:02,Anarcho-Blues-Band Sasebo: Japanischer Komödienstadl
2020-10-05 11:55:03,Corona-Pandemie - Deutschland als Risikogebiet: In welche Länder Deutsche nicht einreisen dürfen
2020-10-05 09:40:01,Hoffenheim leiht England-Talent Sessegnon von Tottenham aus
2020-10-05 10:40:02,Corona-News im Live-Ticker - Zu viel Party! Berlin wird Hotspot-Hochburg
2020-10-05 14:15:02,Wegen möglicher Folgen der Corona-Pandemie - Merz schließt Steuer-erhöhungen nicht aus!
2020-10-05 09:45:01,Hannover: Drei Grundschüler an Bushaltestelle angefahren und verletzt
2020-10-05 16:05:01,Wirecard: Agenten sollen Marsalek geholfen haben
2020-10-05 17:40:02,BOBIC KRIEGT DIE NOTE 2 - Eintracht im Einkaufs-Check
2020-10-05 11:45:01,Nord-Grüne bekennen sich zu zügiger Planung der A20
2020-10-05 14:50:01,Handball: Kieler Sagosen fällt mit Muskelfaserriss drei Wochen aus
2020-10-05 08:05:03,News zur Pandemie - Corona Deutschland: Neuer Ausbruch bei Tönnies! Bauern beklagen „Schweinestau“
2020-10-05 03:30:01,"Nationalmannschaft - Löw startet Drei-Spiele-Mission: ""Erinnert an ein Turnier"""
2020-10-05 11:20:02,"Luxusautos,  Geld und Drogen: Polizei mit spektakulären Fund"
2020-10-05 11:35:01,"BVB nach Sancho-Bildern ""im engen Austausch"" mit Verband"
2020-10-05 11:05:02,Memmingen: Der stille Flughafen
2020-10-05 17:20:01,Augsburg nimmt Winther unter Vertrag: Däne vorerst verliehen
2020-10-05 04:00:01,"Landwirte beklagen ""Schweinestau"" in den Schlachthöfen"
2020-10-05 14:15:02,Als Lewandowski-Backup: FC Bayern holt Choupo-Moting für ein Jahr
2020-10-05 13:05:01,Dreyer: Unterirdische Hochspannungskabel helfen Energiewende
2020-10-05 06:40:02,FC Bayern - Neun Gegentreffer in drei Spielen - Flick muss dringend sein Abwehrproblem lösen
2020-10-05 10:50:06,Mordfall Lübcke: Geldstrafe für Internet-Hetze gegen Kasseler Regierungspräsidenten
2020-10-05 22:45:03,EU-Kommission setzt Schuldenregeln auch 2021 aus
2020-10-05 19:50:03,1. FC Nürnberg gegen SV Darmstadt 98 live - Aktueller Spielstand 1:1
2020-10-05 06:05:02,Wie Corona die Modewelt verändert
2020-10-05 12:30:02,Wie sich Deutschland für Wasserknappheit rüsten will
2020-10-05 09:30:02,Hebertshausen: Ein kleines Wunderwerk
2020-10-05 13:15:01,2-Jähriger bei Kita-Ausflug gestorben: Leiche wird obduziert
2020-10-05 13:55:03,News-Ticker zum Hamburger SV - Ulreich nur dritte Wahl? HSV fragte auch zwei andere Bayern-Keeper an
2020-10-05 07:05:02,Belarus: Keine Ruhe für Lukaschenko
2020-10-05 13:25:03,Wohnungssuche in Coronakrise: WG gesucht – oder lieber nicht?
2020-10-05 16:25:02,Nach Trumps Infektion: Sprecherin des Weißen Hauses hat auch Corona
2020-10-05 09:30:02,Publizist Manfred Bissinger zum 80. Geburtstag: Vorbild für die Zukunftsfrage
2020-10-05 10:25:02,Transfermarkt: Werder Bremen vor Ausleihe von Marko Grujic vom FC Liverpool
2020-10-05 04:10:01,Mertin: Strafen für verbale sexuelle Belästigung ausreichend
2020-10-05 10:20:01,Hamburg - Angriff vor Synagoge gilt als versuchter Mord
2020-10-05 16:45:02,Mülltonnen-Sammler - Alexander (21) sucht besonderes Exemplar
2020-10-05 09:20:01,Almbachklamm: Urlauber bricht auf Wanderweg zusammen und stirbt
2020-10-05 13:25:02,TV-Star Eric Stehfest - Haarige Probleme wegen Testosteron-Abhängigkeit
2020-10-05 15:50:01,Zu elft im Auto: Polizei erwischt mutmaßlichen Schleuser
2020-10-05 12:45:01,Coronavirus weltweit: Neuinfektionen im Iran auf Rekordwert
2020-10-05 16:40:02,Wieso die FDJ am Tag der Einheit in Berlin aufmarschierte
2020-10-05 12:35:03,Noch immer verfallen die Deutschen der MHD-Panik
2020-10-05 05:35:01,Geheimplan! - Diesen Star will RTL zu „Let’s Dance“ holen
2020-10-05 07:05:02,Fakten zu den Nobelpreisen - Medizin-Nobelpreis wird vergeben: Alle Preisträger seit 2010
2020-10-05 13:10:04,Wasserverbrauch: Wo Wassersparen wirklich Sinn macht
2020-10-05 12:45:01,Bettina Jarasch soll Spitzenkandidatin der Grünen werden
2020-10-05 16:35:01,Anti-Corona-Demos: Die Rucksackbürger
2020-10-05 17:10:01,Weitnau: Festnahme nach Raubüberfall
2020-10-05 15:00:01,29-Jähriger nach Attacke in psychiatrischer Einrichtung
2020-10-05 14:30:01,Corona in Deutschland: Viele Fälle nach großer Hochzeitsfeier mit 120 Gästen
2020-10-05 03:55:01,Finanzielle Hilfe an die Tafeln vollständig ausgezahlt
2020-10-05 06:55:01,Modeschöpfer: Kenzo Takada ist tot
2020-10-05 13:10:04,"DFB-Stars bei Jauch: ""Wer wird Millionär?"" statt Länderspiel"
2020-10-05 21:10:01,BILD erklärt Gebiete und Strafen - Quarantäne für Herbst-Urlauber in Deutschland
2020-10-05 14:50:01,Ein Jahr auf Leihbasis: Douglas Costa kehrt zum FC Bayern zurück
2020-10-05 13:55:02,"Ruhestand mit 64 - Späterer Eintritt,  längere Bezugsdauer: Zahlen zur Rente"
2020-10-05 05:40:02,Er verzichtet auf viel Geld - Bielefeld schnappt sich U21-Juwel
2020-10-05 06:20:02,Knick in RKI-Statistik – Das sind die Mängel in der Corona-Meldekette
2020-10-05 16:00:02,Transfermarkt: RB Leipzig leiht Stürmer Kluivert aus Rom aus
2020-10-05 08:05:03,Täter auf der Flucht - Unbekannter schießt in Dresden auf offener Straße auf zwei Männer - 55-Jähriger tot
2020-10-05 10:15:02,Haushaltsklausur: Finanzminister lehnt weitere Kredite ab
2020-10-05 08:45:01,Einmonatsvertrag für Radosavljevic beim MBC Weißenfels
2020-10-05 21:40:02,Nürnberg-Boss Hecking - „HSV und 96 stehen über den anderen“
2020-10-05 10:30:02,Berliner Clan-Boss - Arafat Abou-Chaker kommt ohne Maske – und durch damit
2020-10-05 04:55:03,Hier besucht Donald Trump seine Fans vor dem Krankenhaus
2020-10-05 13:45:02,SV Sandhausen löst Vertrag mit Hansch auf
2020-10-05 03:55:01,Bahn setzt auf energiesparendes Fahren
2020-10-05 14:50:01,"SZ-Podcast ""Und nun zum Sport"": Dopingpraktiken vor Gericht: Worum es im ""Aderlass""-Prozess geht"
2020-10-05 11:10:01,Shell unterstützt Schleswig-Holstein bei Aufforstung
2020-10-05 20:50:02,Schüsse auf Parkdeck - Angeklagter bestreitet Tötungsabsicht
2020-10-05 15:05:03,14-Jähriger soll zu Mord an Juden und Muslimen aufgerufen haben
2020-10-05 03:20:01,Autos stoßen auf Landstraße frontal zusammen: Vier Verletzte
2020-10-05 14:05:03,Warum der Anstieg der Infektionen bei jungen Menschen Hamburg Sorgen bereitet
2020-10-05 16:35:02,Homeoffice in den Niederlanden: Schöne neue Thuiswerk-Welt
2020-10-05 11:10:03,French Open: Die Traumreise von Laura Siegemund geht weiter
2020-10-05 14:40:02,Unbekannte reißen mit Auto Parkscheinautomat aus der Wand
2020-10-05 11:20:02,Polizei fahndet nach Duo - Messer-Männer attackieren 27-Jährigen
2020-10-05 10:00:01,Antisemitischer Angriff in Hamburg: Jüdische Organisationen drängen auf besseren Schutz von Juden
2020-10-05 14:20:01,NHL-Stürmer Draisaitl ab sofort bei Kölner Haien im Training
2020-10-05 23:40:01,Minister und Kammern informieren über Grippeschutzimpfung
2020-10-05 14:40:04,Söders Kalkül in der Causa Scheuer
2020-10-05 13:20:02,Erinnerungen eines NS-Zwangsarbeiters: „Woran könnte ich mich noch erinnern?“
2020-10-05 04:00:02,US-Präsident und Coronavirus: Wie Trumps Gesundheit die Wahl beeinflusst
2020-10-05 11:10:01,Erneut Warnstreiks im öffentlichen Dienst
2020-10-05 08:35:02,Wie Sie Ihr Fett weg kriegen - Ohne Training kein Diät-Erfolg!
2020-10-05 18:10:03,„Mephisto“ in Frankfurt: Wenn man vom Teufel spricht
2020-10-05 14:15:02,Pflanzenbiotechnologie: Für immer jung
2020-10-05 06:05:02,Waldbrand in Neuseeland zerstört Dorf nahezu vollständig
2020-10-05 08:05:01,Dortmund: Herrenlose Tasche am Hauptbahnhof beschäftigt Polizei
2020-10-05 18:45:01,"Tennis in PAris - Tennisprofi Zverev nach French Open-Aus: ""Habe kein Corona"""
2020-10-05 14:35:01,Frau rettet sich knapp - Hochzeitskorso- Teilnehmer fährt fast Schwangere um
2020-10-05 13:40:01,Neuer Stürmer für Fortuna Düsseldorf: Peterson kommt
2020-10-05 19:35:03,Retter suchen Unwetter-Opfer in Frankreich und Italien
